subject,customer_name,email_input,email_reply,category,tone,priority
Account Support,Customer,I need help with my account.,Thank you for reaching out. Please reset your password using the provided link.,Technical,Polite,High
Refund Request,User,I am unable to login to my account.,We apologize for the delay. Our team is checking your order status.,Technical,Polite,Medium
Payment Problem,Member,I am unable to login to my account.,Thank you for reaching out. Please reset your password using the provided link.,Technical,Polite,Low
Payment Problem,Client,My order has not been delivered yet.,Thank you for reaching out. Please reset your password using the provided link.,Technical,Formal,High
Refund Request,User,When will my refund be processed?,Our support team will assist you shortly with your account issue.,Billing,Formal,High
Account Support,User,I am facing payment issues.,Your refund is being processed and will be completed within 5-7 business days.,Refund,Polite,High
Account Support,Member,I am unable to login to my account.,Your refund is being processed and will be completed within 5-7 business days.,Technical,Formal,High
Payment Problem,Client,When will my refund be processed?,Our support team will assist you shortly with your account issue.,Refund,Formal,Medium
Payment Problem,Customer,My order has not been delivered yet.,We apologize for the delay. Our team is checking your order status.,Billing,Polite,Medium
Account Support,Client,When will my refund be processed?,Please provide more details so we can assist you with the payment issue.,Refund,Formal,Medium
Refund Request,Client,I am facing payment issues.,Our support team will assist you shortly with your account issue.,Technical,Formal,Medium
Order Delay,User,I am unable to login to my account.,We apologize for the delay. Our team is checking your order status.,Refund,Formal,High
Payment Problem,User,I am unable to login to my account.,Your refund is being processed and will be completed within 5-7 business days.,Technical,Polite,Low
Payment Problem,Customer,I am facing payment issues.,Our support team will assist you shortly with your account issue.,Technical,Polite,Medium
Account Support,User,When will my refund be processed?,We apologize for the delay. Our team is checking your order status.,Technical,Formal,Low
Order Delay,Client,I am unable to login to my account.,Thank you for reaching out. Please reset your password using the provided link.,Refund,Formal,Low
Refund Request,Customer,I need help with my account.,Your refund is being processed and will be completed within 5-7 business days.,Delivery,Polite,Low
Account Support,Customer,I am facing payment issues.,Thank you for reaching out. Please reset your password using the provided link.,Refund,Polite,Medium
Account Support,Client,I need help with my account.,Our support team will assist you shortly with your account issue.,Refund,Formal,Low
Order Delay,Client,I am facing payment issues.,We apologize for the delay. Our team is checking your order status.,Delivery,Polite,High
Payment Problem,User,I am facing payment issues.,Your refund is being processed and will be completed within 5-7 business days.,Technical,Formal,High
Login Issue,Client,I am unable to login to my account.,We apologize for the delay. Our team is checking your order status.,Billing,Formal,High
Account Support,Member,When will my refund be processed?,We apologize for the delay. Our team is checking your order status.,Delivery,Formal,Low
Refund Request,Customer,My order has not been delivered yet.,Please provide more details so we can assist you with the payment issue.,Refund,Formal,High
Payment Problem,Member,My order has not been delivered yet.,We apologize for the delay. Our team is checking your order status.,Technical,Formal,Low
Order Delay,Client,When will my refund be processed?,We apologize for the delay. Our team is checking your order status.,General,Polite,Low
Login Issue,Customer,I am facing payment issues.,We apologize for the delay. Our team is checking your order status.,General,Polite,Medium
Refund Request,Customer,I am unable to login to my account.,Our support team will assist you shortly with your account issue.,Technical,Polite,Medium
Payment Problem,Customer,I am facing payment issues.,Thank you for reaching out. Please reset your password using the provided link.,Technical,Polite,High
Login Issue,Client,I am facing payment issues.,Please provide more details so we can assist you with the payment issue.,Technical,Polite,High
Payment Problem,Client,When will my refund be processed?,We apologize for the delay. Our team is checking your order status.,Technical,Formal,Low
